26,1.0
558,1.0
541,1.0
1642,1.0
1145,1.2142857142857142
1127,1.0
54,1.1666666666666667
19,1.25
1594,1.3636363636363635
1077,1.1333333333333333
1599,1.3571428571428572
564,1.0
1636,1.0
588,1.0
602,1.0
530,1.3333333333333333
22,1.0588235294117647
1640,1.125
1157,1.0588235294117647
1152,1.2619047619047619
1059,1.0
7,1.0
532,1.0
34,1.0
635,2.3333333333333335
551,1.0
1591,1.5
529,1.0
624,1.125
1567,1.0
570,1.3333333333333333
1174,2.0
50,1.1666666666666667
638,1.0
1110,1.0
1632,1.2592592592592593
1119,1.3333333333333333
1606,1.173913043478261
629,1.3
1598,1.2
1607,1.1724137931034482
1571,1.0
32,1.0
555,1.2857142857142858
1128,1.0
1134,1.1428571428571428
1108,1.0
43,1.0
1089,1.25
84,1.0
31,1.0
1069,1.5
596,2.0
595,1.6
39,1.0
561,1.0
1650,1.3725490196078431
1141,1.1428571428571428
1639,1.125
1624,1.1481481481481481
1612,1.2857142857142858
1602,1.0
25,1.4285714285714286
1099,1.0
1149,1.206896551724138
1592,1.0952380952380953
1135,1.1875
586,1.3333333333333333
562,1.0
589,1.25
71,3.0
642,1.3333333333333333
621,1.0
1608,1.4857142857142858
1098,1.0
58,1.0
1150,1.2115384615384615
1124,1.6
9,1.6132075471698113
554,1.0
1623,1.24
1570,1.0
27,1.0
51,1.0
56,1.0
1164,1.565217391304348
610,1.0
574,1.0
608,1.0
52,1.0
546,1.0
577,1.1063829787234043
585,1.1428571428571428
1103,1.3333333333333333
1641,1.0
17,1.0833333333333333
79,1.0
1629,1.2
1116,1.375
592,1.0
1121,1.2727272727272727
1085,1.3333333333333333
1574,1.0
41,1.0
1114,2.5
1595,2.693121693121693
28,1.1818181818181819
519,1.0
33,2.0
1576,1.3529411764705883
637,1.0
1100,1.0
1625,1.25
599,2.0
646,1.3333333333333333
5,1.0
1597,1.1
1083,1.0909090909090908
1583,1.25
1071,1.0
539,1.6
1118,1.6666666666666667
1074,1.0
1609,1.2173913043478262
1163,1.0769230769230769
1136,1.2727272727272727
1132,1.2
1130,1.5
1115,1.0
1126,1.0
632,2.259493670886076
1582,1.0
1151,1.2954545454545454
1075,1.3333333333333333
623,1.0714285714285714
515,2.0
1622,1.1379310344827587
538,1.0
556,1.5
1647,1.2777777777777777
593,1.0
1087,1.0714285714285714
10,1.0
550,1.3333333333333333
644,1.5
537,1.0
1588,1.1578947368421053
1112,1.25
575,1.25
548,1.0
1643,1.0
1651,1.293103448275862
563,1.0
557,1.0
48,1.0
1617,1.125
581,1.0
1137,1.3076923076923077
1079,1.125
540,1.0
611,1.0
44,1.0
1657,5.257028112449799
552,1.0
590,1.0
1117,1.0
1555,1.0
1569,1.0
1627,2.125
559,1.0
1577,1.0
1084,1.0
1155,1.358974358974359
61,1.0
535,1.0
580,1.0
567,1.1111111111111112
573,1.0
1146,1.0
1153,1.353846153846154
1122,1.0
1107,1.0
628,1.0
587,1.0
1631,1.2
576,1.0
1662,1.5714285714285714
618,1.0
1090,1.1
37,1.0
1580,1.1590909090909092
83,1.0
12,1.0
543,1.3333333333333333
544,1.5
614,1.0
55,1.25
1584,1.1153846153846154
1102,1.5
74,1.0
62,1.0
1585,1.2777777777777777
8,1.0434782608695652
1143,1.375
1062,1.0
1120,1.2857142857142858
1058,1.2
1113,1.25
1096,1.0
1655,1.430232558139535
1619,1.3333333333333333
1166,1.0
1154,1.1379310344827587
631,1.0
49,1.25
591,1.2
1091,1.0
11,1.0
1080,1.2857142857142858
35,1.0
1125,1.0
560,1.0
639,1.0
1138,1.5
1167,1.0
1648,1.484375
622,1.0
1161,1.0
1653,1.459016393442623
1589,1.1578947368421053
1063,1.0
520,1.0
1593,1.3333333333333333
615,1.0
553,1.0
605,3.0
1082,1.1967213114754098
1654,1.2083333333333333
1611,1.2173913043478262
1590,1.3333333333333333
1596,1.0
1081,1.1428571428571428
1626,1.0
536,1.3333333333333333
645,1.0
1097,1.1428571428571428
1635,1.0
634,1.0
1578,1.0
565,2.6666666666666665
606,1.0
1658,1.9407894736842106
1659,1.4393939393939394
1088,1.0
549,1.0
1065,1.0
1095,1.5
604,1.0
1078,1.2
1160,1.0909090909090908
13,1.0
568,1.0
1638,1.25
1600,1.0952380952380953
75,1.0
603,1.0
613,1.25
1101,1.0
1173,1.5
579,2.1666666666666665
1661,1.1428571428571428
1613,1.2857142857142858
18,1.25
533,1.0
1156,1.2
1129,1.25
1601,1.1875
1586,1.1764705882352942
1615,1.1
607,1.6666666666666667
1148,1.1
1086,1.25
1628,1.0
1646,1.0
1123,1.0714285714285714
1162,1.2222222222222223
14,1.0
1649,1.4259259259259258
594,1.8571428571428572
598,3.0
1170,1.25
1573,1.4615384615384615
1109,1.2857142857142858
583,1.0
626,1.12
601,1.0
1563,2.0
1633,1.0
21,1.1111111111111112
547,1.0
620,1.0
542,1.5
1144,1.0714285714285714
59,1.0
1169,1.1111111111111112
1093,1.0
627,1.2
1605,1.0526315789473684
1621,1.2666666666666666
15,1.0
1579,1.5833333333333333
81,1.0
82,3.0
523,1.0
38,1.0
609,1.0
1630,1.0
582,1.4
42,1.0
643,1.25
1104,1.2
1614,1.0
597,1.5
23,1.4482758620689655
1660,1.3461538461538463
46,1.0
20,1.0
1133,1.0
1168,1.1875
616,1.0
617,1.5
1618,1.4444444444444444
630,1.25
1140,1.1666666666666667
1610,1.04
1637,1.0
1131,1.0
545,1.0
1094,1.0
578,1.0
534,1.0
566,1.0
1581,1.2692307692307692
1111,1.1666666666666667
633,1.0
569,1.2857142857142858
1644,1.2142857142857142
40,1.0
1604,1.2727272727272727
1616,1.1111111111111112
1106,1.0
647,1.0
1139,1.0909090909090908
1634,1.75
571,1.125
1142,1.0
1057,1.1666666666666667
1165,1.4545454545454546
1620,1.25
16,1.9
64,1.0
612,2.0
91,1.0
584,1.0
1652,1.5
1645,1.0
1067,1.0
1603,1.2291666666666667
625,1.0
1159,1.5
572,1.0
619,1.0
531,1.0
53,1.0
47,1.0
1656,1.367816091954023
1158,1.25
1105,2.0
1147,1.0833333333333333
1092,1.0
24,1.0
1587,1.1
